0 2.774572e-01
1 3.408361e-01
2 3.648237e-01
3 3.784507e-01
4 3.764198e-01
5 3.905066e-01
6 3.676821e-01
7 3.690089e-01
8 3.732977e-01
9 3.775284e-01
10 3.686687e-01
11 3.961391e-01
12 3.735876e-01
13 3.930637e-01
14 3.919965e-01
15 3.908374e-01
16 3.948618e-01
17 3.967180e-01
18 3.941763e-01
19 3.823293e-01
20 3.877323e-01
21 3.903606e-01
22 3.842674e-01
23 3.929205e-01
24 3.804919e-01
25 3.813591e-01
26 3.810551e-01
27 3.934517e-01
28 3.884480e-01
29 3.982260e-01
30 3.923424e-01
31 4.101227e-01
32 3.947408e-01
33 3.943538e-01
34 3.888450e-01
35 3.927806e-01
36 4.123488e-01
37 4.017671e-01
38 4.073555e-01
39 3.867878e-01
40 3.741232e-01
41 3.685303e-01
42 3.840487e-01
43 3.783201e-01
44 3.666491e-01
45 3.809643e-01
46 3.825926e-01
47 3.838643e-01
48 3.956244e-01
49 3.916328e-01
50 3.776055e-01
51 3.752904e-01
52 3.901477e-01
53 3.707088e-01
54 3.774779e-01
55 3.888146e-01
56 3.763323e-01
57 3.699546e-01
58 3.795848e-01
59 3.861176e-01
60 4.031057e-01
61 3.954142e-01
62 3.911051e-01
63 3.817800e-01
64 3.935172e-01
65 3.724458e-01
66 3.722295e-01
67 3.830155e-01
68 3.942777e-01
69 4.131553e-01
70 3.908401e-01
71 3.837293e-01
72 3.796172e-01
73 3.666665e-01
74 3.496021e-01
75 3.839890e-01
76 3.862554e-01
77 3.851349e-01
78 3.776011e-01
79 3.945587e-01
80 4.015218e-01
81 4.007697e-01
82 3.716438e-01
83 3.884130e-01
84 3.900653e-01
85 3.789268e-01
86 3.918754e-01
87 3.934268e-01
88 3.995203e-01
89 3.940044e-01
90 3.924414e-01
91 3.826157e-01
92 3.788181e-01
93 3.882306e-01
94 3.811810e-01
95 4.110612e-01
96 3.765683e-01
97 3.903757e-01
98 3.740284e-01
99 3.913265e-01


