0 2.915807e-01
1 3.518860e-01
2 3.648990e-01
3 3.736445e-01
4 3.812219e-01
5 3.830451e-01
6 3.838779e-01
7 3.865028e-01
8 3.811131e-01
9 3.844164e-01
10 3.869275e-01
11 3.898923e-01
12 3.911323e-01
13 3.883212e-01
14 3.894719e-01
15 3.859428e-01
16 3.874401e-01
17 3.905140e-01
18 3.890246e-01
19 3.905130e-01
20 3.951413e-01
21 3.960059e-01
22 3.989092e-01
23 3.981799e-01
24 3.954460e-01
25 3.926912e-01
26 3.995876e-01
27 3.935718e-01
28 3.894499e-01
29 3.920219e-01
30 3.954749e-01
31 3.961265e-01
32 3.985072e-01
33 3.999322e-01
34 3.981007e-01
35 4.018384e-01
36 3.973143e-01
37 3.971560e-01
38 3.953488e-01
39 3.944104e-01
40 3.970115e-01
41 3.969456e-01
42 3.960851e-01
43 3.981146e-01
44 3.971281e-01
45 3.966173e-01
46 4.007215e-01
47 3.982753e-01
48 3.934702e-01
49 3.933510e-01
50 3.976605e-01
51 3.938945e-01
52 3.944975e-01
53 4.017091e-01
54 3.993444e-01
55 4.013276e-01
56 3.975863e-01
57 3.943117e-01
58 3.963520e-01
59 3.958595e-01
60 3.981957e-01
61 3.991198e-01
62 3.980503e-01
63 3.969307e-01
64 3.961385e-01
65 3.952389e-01
66 3.992685e-01
67 4.003154e-01
68 3.997336e-01
69 4.052045e-01
70 4.028869e-01
71 4.013508e-01
72 4.064374e-01
73 4.045897e-01
74 4.036790e-01
75 4.046583e-01
76 3.957886e-01
77 3.988304e-01
78 3.969360e-01
79 3.986344e-01
80 4.001339e-01
81 3.983973e-01
82 3.961887e-01
83 3.967679e-01
84 4.028917e-01
85 4.022904e-01
86 3.991982e-01
87 3.949781e-01
88 3.975709e-01
89 3.976340e-01
90 3.946203e-01
91 3.954516e-01
92 4.002263e-01
93 4.022285e-01
94 4.011390e-01
95 3.983275e-01
96 4.027991e-01
97 4.035810e-01
98 3.979962e-01
99 4.009971e-01
