#beta_0.001
0.001	7.051676e-04    1.267155e-02
#beta_0.005
0.005	1.016156e-02    9.380902e-03
#beta_0.01
0.01	1.016156e-02    9.380902e-03
#beta_0.05
0.05	1.016156e-02    9.380902e-03
#beta_0.1
0.1	2.699929e-02    9.200970e-03
#beta_0.125
0.125	1.919856e-02    1.103794e-02
#beta_0.25
0.25	6.430424e-02    8.756332e-03
#beta_0.5
0.5	8.918504e-02    1.003559e-02
